seq_len,time_since_start,seq_idx,time_since_last_event,type_event,dim_process
38,"[0.         0.16166667 0.23944444 0.28805556 0.41666667 0.6275
 0.63972222 0.79333333 0.92694444 1.03805556 1.16916667 1.38333333
 1.41527778 1.74305556 1.89833333 2.0225     2.06583333 2.2125
 2.22083333 2.34555556 2.4175     2.49305556 2.53166667 2.87333333
 2.99944444 3.21666667 3.35833333 3.45027778 3.59305556 3.93027778
 4.16333333 4.26722222 4.50138889 4.83305556 4.85583333 5.19916667
 5.45527778 5.65      ]",26,"[0.         0.16166667 0.07777778 0.04861111 0.12861111 0.21083333
 0.01222222 0.15361111 0.13361111 0.11111111 0.13111111 0.21416667
 0.03194444 0.32777778 0.15527778 0.12416667 0.04333333 0.14666667
 0.00833333 0.12472222 0.07194444 0.07555556 0.03861111 0.34166667
 0.12611111 0.21722222 0.14166667 0.09194444 0.14277778 0.33722222
 0.23305556 0.10388889 0.23416667 0.33166667 0.02277778 0.34333333
 0.25611111 0.19472222]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[0.         0.12055556 0.15194444 0.22555556 0.3025     0.33916667
 0.35527778 0.43361111 0.48472222 0.6925     0.93611111 1.0625
 1.18555556 1.57444444 1.70222222 2.11277778 2.55666667 2.92527778
 2.99361111 3.09416667 3.465      3.55805556 4.0325     4.32333333
 4.36777778 4.58722222 4.80027778 4.85888889 5.36416667 5.6
 5.68361111 5.82305556 6.33222222 6.64972222 7.32166667 7.4325    ]",27,"[0.         0.12055556 0.03138889 0.07361111 0.07694444 0.03666667
 0.01611111 0.07833333 0.05111111 0.20777778 0.24361111 0.12638889
 0.12305556 0.38888889 0.12777778 0.41055556 0.44388889 0.36861111
 0.06833333 0.10055556 0.37083333 0.09305556 0.47444444 0.29083333
 0.04444444 0.21944444 0.21305556 0.05861111 0.50527778 0.23583333
 0.08361111 0.13944444 0.50916667 0.3175     0.67194444 0.11083333]",[8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 1 5 3 8 3 5 0 5 3 8 1 8 3 5 3 8 0 5 1 5 0],10
38,"[0.         0.44472222 0.54666667 0.64138889 1.7275     2.50222222
 2.54972222 2.655      2.75388889 2.80055556 2.89333333 3.19361111
 3.215      3.37694444 3.75194444 3.99       4.15083333 4.25722222
 4.27027778 4.44916667 4.49194444 4.52472222 4.56472222 4.65111111
 4.70222222 4.80416667 4.86055556 5.06388889 5.22055556 5.32
 5.35333333 5.44083333 5.5875     5.87361111 5.96055556 6.02833333
 7.255      7.46444444]",28,"[0.         0.44472222 0.10194444 0.09472222 1.08611111 0.77472222
 0.0475     0.10527778 0.09888889 0.04666667 0.09277778 0.30027778
 0.02138889 0.16194444 0.375      0.23805556 0.16083333 0.10638889
 0.01305556 0.17888889 0.04277778 0.03277778 0.04       0.08638889
 0.05111111 0.10194444 0.05638889 0.20333333 0.15666667 0.09944444
 0.03333333 0.0875     0.14666667 0.28611111 0.08694444 0.06777778
 1.22666667 0.20944444]","[6 1 6 1 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[0.         0.39222222 0.46527778 0.71055556 0.88666667 1.13555556
 1.16138889 1.38388889 1.45444444 1.59444444 1.62305556 1.84833333
 2.00083333 2.4375     2.78527778 3.30444444 3.58194444 3.98722222
 4.26388889 4.52722222 4.79222222 5.01694444 5.19666667 5.5425
 6.65361111 6.95694444 6.96444444 7.05694444 7.47388889 7.55361111
 7.61694444 7.97861111 8.47194444 8.8825     9.00361111 9.13722222]",29,"[0.         0.39222222 0.07305556 0.24527778 0.17611111 0.24888889
 0.02583333 0.2225     0.07055556 0.14       0.02861111 0.22527778
 0.1525     0.43666667 0.34777778 0.51916667 0.2775     0.40527778
 0.27666667 0.26333333 0.265      0.22472222 0.17972222 0.34583333
 1.11111111 0.30333333 0.0075     0.0925     0.41694444 0.07972222
 0.06333333 0.36166667 0.49333333 0.41055556 0.12111111 0.13361111]",[6 3 8 3 8 3 8 3 8 3 8 3 8 0 5 1 6 3 8 3 8 0 5 3 8 3 8 3 8 3 8 0 5 3 8 3],10
36,"[0.00000000e+00 3.88888889e-03 6.63888889e-02 1.87777778e-01
 2.76111111e-01 3.71388889e-01 5.24444444e-01 6.38888889e-01
 6.87222222e-01 7.60555556e-01 8.13055556e-01 1.07388889e+00
 1.16083333e+00 1.46222222e+00 1.48388889e+00 1.54805556e+00
 2.54472222e+00 2.92972222e+00 3.09638889e+00 3.21666667e+00
 3.36416667e+00 3.49694444e+00 3.53500000e+00 3.68888889e+00
 3.79750000e+00 3.98444444e+00 4.04944444e+00 4.25500000e+00
 4.39944444e+00 4.74805556e+00 5.56527778e+00 5.69500000e+00
 6.15055556e+00 6.41861111e+00 6.57388889e+00 6.66888889e+00]",30,"[0.         0.00388889 0.0625     0.12138889 0.08833333 0.09527778
 0.15305556 0.11444444 0.04833333 0.07333333 0.0525     0.26083333
 0.08694444 0.30138889 0.02166667 0.06416667 0.99666667 0.385
 0.16666667 0.12027778 0.1475     0.13277778 0.03805556 0.15388889
 0.10861111 0.18694444 0.065      0.20555556 0.14444444 0.34861111
 0.81722222 0.12972222 0.45555556 0.26805556 0.15527778 0.095     ]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 0 5 3 8 3],10
36,"[0.         0.38166667 0.81138889 1.20666667 1.23277778 1.30555556
 1.32083333 1.43055556 1.4475     1.59666667 1.99583333 2.1825
 2.235      2.42138889 2.56444444 3.12666667 3.14888889 3.34527778
 3.60333333 3.6825     3.74083333 3.93527778 3.94916667 4.04138889
 4.07666667 4.33361111 4.37027778 4.61083333 4.63333333 4.72527778
 5.64       5.69972222 5.81194444 6.26194444 6.46916667 6.56777778]",31,"[0.         0.38166667 0.42972222 0.39527778 0.02611111 0.07277778
 0.01527778 0.10972222 0.01694444 0.14916667 0.39916667 0.18666667
 0.0525     0.18638889 0.14305556 0.56222222 0.02222222 0.19638889
 0.25805556 0.07916667 0.05833333 0.19444444 0.01388889 0.09222222
 0.03527778 0.25694444 0.03666667 0.24055556 0.0225     0.09194444
 0.91472222 0.05972222 0.11222222 0.45       0.20722222 0.09861111]",[5 1 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 6 1],10
36,"[ 0.          0.18416667  0.1975      0.42222222  0.49666667  0.85833333
  0.92833333  1.18444444  1.205       1.69083333  1.72666667  1.96277778
  1.99777778  2.30805556  2.66        2.93361111  4.54416667  4.94722222
  5.00388889  5.14638889  5.24916667  5.41333333  5.43388889  5.51194444
  5.555       5.99388889  8.29805556  8.44166667  8.68472222  9.04833333
  9.56555556  9.73        9.95888889 10.20805556 10.54666667 10.79138889]",32,"[0.         0.18416667 0.01333333 0.22472222 0.07444444 0.36166667
 0.07       0.25611111 0.02055556 0.48583333 0.03583333 0.23611111
 0.035      0.31027778 0.35194444 0.27361111 1.61055556 0.40305556
 0.05666667 0.1425     0.10277778 0.16416667 0.02055556 0.07805556
 0.04305556 0.43888889 2.30416667 0.14361111 0.24305556 0.36361111
 0.51722222 0.16444444 0.22888889 0.24916667 0.33861111 0.24472222]",[8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 0 5 3 8 3 8 3 8 3 8 0 8 3 8 3 8 3 8 3 8 3],10
38,"[0.         0.08777778 0.26916667 0.61722222 0.70416667 1.00833333
 1.56277778 1.73888889 1.9825     2.085      2.23833333 2.28777778
 2.405      2.56388889 2.87416667 3.00916667 3.22333333 3.45138889
 3.47694444 3.5925     3.68555556 3.83222222 3.88361111 4.06083333
 4.94861111 5.21277778 5.44138889 6.08611111 7.19194444 7.89416667
 7.99555556 8.16194444 8.2        8.57722222 8.8225     8.91805556
 9.05972222 9.21638889]",33,"[0.         0.08777778 0.18138889 0.34805556 0.08694444 0.30416667
 0.55444444 0.17611111 0.24361111 0.1025     0.15333333 0.04944444
 0.11722222 0.15888889 0.31027778 0.135      0.21416667 0.22805556
 0.02555556 0.11555556 0.09305556 0.14666667 0.05138889 0.17722222
 0.88777778 0.26416667 0.22861111 0.64472222 1.10583333 0.70222222
 0.10138889 0.16638889 0.03805556 0.37722222 0.24527778 0.09555556
 0.14166667 0.15666667]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8
 3]",10
36,"[0.         0.06027778 0.13611111 0.21194444 0.24666667 0.31083333
 1.28861111 1.38333333 1.48055556 1.92111111 1.94388889 2.1025
 2.78305556 2.87277778 3.95555556 3.98527778 4.50111111 4.62194444
 4.64416667 4.74333333 4.80194444 4.89583333 4.90611111 5.02027778
 5.03305556 5.22472222 5.91666667 6.28611111 6.50416667 6.76861111
 6.9625     7.22638889 9.29861111 9.38638889 9.40083333 9.56833333]",34,"[0.         0.06027778 0.07583333 0.07583333 0.03472222 0.06416667
 0.97777778 0.09472222 0.09722222 0.44055556 0.02277778 0.15861111
 0.68055556 0.08972222 1.08277778 0.02972222 0.51583333 0.12083333
 0.02222222 0.09916667 0.05861111 0.09388889 0.01027778 0.11416667
 0.01277778 0.19166667 0.69194444 0.36944444 0.21805556 0.26444444
 0.19388889 0.26388889 2.07222222 0.08777778 0.01444444 0.1675    ]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
36,"[0.         0.07388889 0.265      0.94027778 2.07194444 2.46444444
 2.62944444 2.81277778 3.13388889 3.36194444 3.69583333 4.02833333
 4.47611111 4.60888889 5.04361111 5.31472222 5.40888889 5.73
 6.0125     6.07583333 6.59833333 6.69305556 6.83777778 6.97194444
 6.99805556 7.05416667 7.23138889 7.31583333 7.36166667 7.50416667
 7.56694444 7.63111111 7.88138889 8.06944444 8.0875     8.27111111]",35,"[0.         0.07388889 0.19111111 0.67527778 1.13166667 0.3925
 0.165      0.18333333 0.32111111 0.22805556 0.33388889 0.3325
 0.44777778 0.13277778 0.43472222 0.27111111 0.09416667 0.32111111
 0.2825     0.06333333 0.5225     0.09472222 0.14472222 0.13416667
 0.02611111 0.05611111 0.17722222 0.08444444 0.04583333 0.1425
 0.06277778 0.06416667 0.25027778 0.18805556 0.01805556 0.18361111]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
38,"[0.         0.5075     1.15666667 2.03138889 2.3625     2.51472222
 2.90888889 3.02083333 3.05333333 3.12833333 3.28833333 3.40388889
 3.44722222 3.49611111 3.55611111 3.81916667 4.14833333 4.22472222
 4.39944444 4.71916667 4.79222222 4.90555556 4.95055556 5.06416667
 5.11833333 5.34416667 5.52194444 5.79888889 6.12166667 6.25
 6.27361111 6.42583333 6.4825     6.53055556 6.58527778 6.65777778
 7.01305556 7.10944444]",36,"[0.         0.5075     0.64916667 0.87472222 0.33111111 0.15222222
 0.39416667 0.11194444 0.0325     0.075      0.16       0.11555556
 0.04333333 0.04888889 0.06       0.26305556 0.32916667 0.07638889
 0.17472222 0.31972222 0.07305556 0.11333333 0.045      0.11361111
 0.05416667 0.22583333 0.17777778 0.27694444 0.32277778 0.12833333
 0.02361111 0.15222222 0.05666667 0.04805556 0.05472222 0.0725
 0.35527778 0.09638889]","[5 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 6 3 8 3 8 3 8 1 8 3 8 3 8 3 8 3 8
 3]",10
38,"[ 0.          0.09111111  0.34444444  0.48611111  0.8875      1.1925
  1.30305556  1.49388889  1.52388889  1.70666667  1.96        2.11888889
  2.14555556  2.75527778  2.97472222  3.28111111  3.93916667  4.11777778
  4.30777778  4.50222222  6.30555556  6.4625      6.90861111  7.17638889
  8.13972222  8.72333333  8.79694444  8.91833333  8.95416667  9.07861111
  9.18694444  9.26        9.27833333  9.54027778  9.61833333  9.70027778
 10.105      10.24166667]",37,"[0.         0.09111111 0.25333333 0.14166667 0.40138889 0.305
 0.11055556 0.19083333 0.03       0.18277778 0.25333333 0.15888889
 0.02666667 0.60972222 0.21944444 0.30638889 0.65805556 0.17861111
 0.19       0.19444444 1.80333333 0.15694444 0.44611111 0.26777778
 0.96333333 0.58361111 0.07361111 0.12138889 0.03583333 0.12444444
 0.10833333 0.07305556 0.01833333 0.26194444 0.07805556 0.08194444
 0.40472222 0.13666667]","[8 3 8 3 8 3 8 3 8 3 8 3 8 4 8 3 8 3 8 3 5 0 5 0 5 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[0.         0.80444444 0.88722222 0.985      1.05222222 1.25722222
 1.2825     1.37027778 1.82583333 1.90388889 2.06305556 2.33527778
 2.36583333 2.45472222 2.50194444 2.62138889 2.81305556 2.93694444
 3.01361111 3.12055556 3.14527778 3.4725     3.65722222 3.93388889
 3.94777778 4.06388889 4.12944444 4.23638889 5.44611111 5.60555556
 5.65111111 5.85166667 6.38638889 6.7675     6.85055556 7.1675    ]",38,"[0.         0.80444444 0.08277778 0.09777778 0.06722222 0.205
 0.02527778 0.08777778 0.45555556 0.07805556 0.15916667 0.27222222
 0.03055556 0.08888889 0.04722222 0.11944444 0.19166667 0.12388889
 0.07666667 0.10694444 0.02472222 0.32722222 0.18472222 0.27666667
 0.01388889 0.11611111 0.06555556 0.10694444 1.20972222 0.15944444
 0.04555556 0.20055556 0.53472222 0.38111111 0.08305556 0.31694444]",[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 6 3],10
38,"[0.         0.08611111 0.38055556 0.475      0.73666667 1.03555556
 1.09583333 1.12888889 1.19638889 1.56888889 1.85       1.96472222
 2.23083333 2.34166667 2.55194444 2.81333333 2.98722222 3.06527778
 3.44222222 3.6075     3.785      3.86       3.97805556 4.12777778
 4.13555556 4.28138889 4.68722222 4.94527778 5.01388889 5.06388889
 5.09916667 5.17694444 5.95333333 6.23583333 6.505      6.66027778
 6.71361111 6.94666667]",39,"[0.         0.08611111 0.29444444 0.09444444 0.26166667 0.29888889
 0.06027778 0.03305556 0.0675     0.3725     0.28111111 0.11472222
 0.26611111 0.11083333 0.21027778 0.26138889 0.17388889 0.07805556
 0.37694444 0.16527778 0.1775     0.075      0.11805556 0.14972222
 0.00777778 0.14583333 0.40583333 0.25805556 0.06861111 0.05
 0.03527778 0.07777778 0.77638889 0.2825     0.26916667 0.15527778
 0.05333333 0.23305556]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.4425     1.11416667 2.0025     2.05805556 2.28916667
 2.31805556 2.54333333 2.82805556 2.99388889 3.63111111 3.71694444
 3.80222222 3.96055556 4.12083333 4.40944444 4.7825     5.00416667
 5.24083333 5.34277778 5.38472222 5.445      5.60888889 5.71472222
 5.72805556 5.87777778 5.93055556 6.04083333 6.14944444 6.21166667
 6.32694444 6.40416667 6.57666667 6.64722222 7.08222222 7.17638889
 8.42527778 8.73027778]",40,"[0.         0.4425     0.67166667 0.88833333 0.05555556 0.23111111
 0.02888889 0.22527778 0.28472222 0.16583333 0.63722222 0.08583333
 0.08527778 0.15833333 0.16027778 0.28861111 0.37305556 0.22166667
 0.23666667 0.10194444 0.04194444 0.06027778 0.16388889 0.10583333
 0.01333333 0.14972222 0.05277778 0.11027778 0.10861111 0.06222222
 0.11527778 0.07722222 0.1725     0.07055556 0.435      0.09416667
 1.24888889 0.305     ]","[5 1 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 0]",10
38,"[0.         0.53611111 0.56277778 0.84777778 1.03472222 1.24472222
 1.265      1.46472222 1.77222222 1.90055556 1.91527778 2.15194444
 2.19555556 2.28194444 2.37805556 2.46777778 2.59972222 2.76472222
 2.81611111 2.98472222 3.02638889 3.14777778 4.15944444 4.86888889
 5.02861111 5.10638889 5.34333333 5.5075     5.5575     5.63972222
 5.67777778 5.83611111 6.0375     6.26111111 6.28416667 6.34388889
 6.40166667 6.73388889]",41,"[0.         0.53611111 0.02666667 0.285      0.18694444 0.21
 0.02027778 0.19972222 0.3075     0.12833333 0.01472222 0.23666667
 0.04361111 0.08638889 0.09611111 0.08972222 0.13194444 0.165
 0.05138889 0.16861111 0.04166667 0.12138889 1.01166667 0.70944444
 0.15972222 0.07777778 0.23694444 0.16416667 0.05       0.08222222
 0.03805556 0.15833333 0.20138889 0.22361111 0.02305556 0.05972222
 0.05777778 0.33222222]","[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.18       0.23666667 0.26194444 0.3375     0.47638889
 0.61527778 0.78972222 0.80388889 1.07777778 1.10027778 1.19277778
 1.21888889 1.34694444 1.83666667 1.87861111 2.33277778 2.38777778
 2.47444444 2.63888889 2.74861111 2.93305556 2.95277778 3.19222222
 3.29944444 3.49916667 3.64833333 3.78916667 3.80305556 3.86833333
 3.935      3.99444444 4.04972222 4.17861111 4.34722222 4.41805556
 4.53166667 4.63194444]",42,"[0.         0.18       0.05666667 0.02527778 0.07555556 0.13888889
 0.13888889 0.17444444 0.01416667 0.27388889 0.0225     0.0925
 0.02611111 0.12805556 0.48972222 0.04194444 0.45416667 0.055
 0.08666667 0.16444444 0.10972222 0.18444444 0.01972222 0.23944444
 0.10722222 0.19972222 0.14916667 0.14083333 0.01388889 0.06527778
 0.06666667 0.05944444 0.05527778 0.12888889 0.16861111 0.07083333
 0.11361111 0.10027778]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.12472222 0.1525     0.47861111 0.49472222 0.56055556
 0.75777778 0.91138889 1.02444444 1.25361111 1.28194444 1.41305556
 1.42194444 1.555      1.88944444 2.14055556 2.23611111 2.35861111
 2.47805556 2.59055556 2.69472222 2.8525     3.89444444 4.08472222
 5.095      5.5025     5.58055556 5.69527778 5.71222222 5.97861111
 6.03194444 6.15388889 6.48277778 6.57916667 6.67138889 6.77583333
 6.82472222 7.12222222]",43,"[0.         0.12472222 0.02777778 0.32611111 0.01611111 0.06583333
 0.19722222 0.15361111 0.11305556 0.22916667 0.02833333 0.13111111
 0.00888889 0.13305556 0.33444444 0.25111111 0.09555556 0.1225
 0.11944444 0.1125     0.10416667 0.15777778 1.04194444 0.19027778
 1.01027778 0.4075     0.07805556 0.11472222 0.01694444 0.26638889
 0.05333333 0.12194444 0.32888889 0.09638889 0.09222222 0.10444444
 0.04888889 0.2975    ]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 5 3 8 3 8 3 8 3 8 3 8 3 8
 1]",10
38,"[0.         0.12722222 0.13722222 0.45694444 1.0775     1.33805556
 1.44666667 1.94444444 2.05333333 2.45305556 2.53027778 2.65805556
 2.67055556 2.81305556 2.83888889 3.10888889 3.14777778 3.57972222
 4.81944444 4.96805556 4.99527778 5.05888889 5.21916667 5.65805556
 6.12833333 6.25361111 6.28555556 6.36333333 6.45055556 6.60055556
 6.84861111 7.0125     7.07638889 7.33027778 7.34388889 7.56638889
 7.68722222 8.07916667]",44,"[0.         0.12722222 0.01       0.31972222 0.62055556 0.26055556
 0.10861111 0.49777778 0.10888889 0.39972222 0.07722222 0.12777778
 0.0125     0.1425     0.02583333 0.27       0.03888889 0.43194444
 1.23972222 0.14861111 0.02722222 0.06361111 0.16027778 0.43888889
 0.47027778 0.12527778 0.03194444 0.07777778 0.08722222 0.15
 0.24805556 0.16388889 0.06388889 0.25388889 0.01361111 0.2225
 0.12083333 0.39194444]","[8 3 8 3 8 3 8 1 6 3 8 3 8 3 8 3 8 0 8 3 8 3 8 4 8 3 8 3 8 3 8 3 8 3 8 3 8
 1]",10
36,"[0.         0.62916667 0.65       0.75138889 1.19638889 1.73027778
 3.43361111 3.43916667 4.26166667 4.545      4.65277778 4.89444444
 4.99694444 5.07361111 5.15833333 5.35277778 5.38416667 5.54861111
 5.67694444 6.05277778 6.62972222 6.80722222 6.82111111 6.92138889
 7.04388889 7.41055556 7.43222222 7.74333333 7.87805556 8.0125
 8.07277778 8.21138889 8.29027778 8.65805556 8.76416667 8.88583333]",45,"[0.         0.62916667 0.02083333 0.10138889 0.445      0.53388889
 1.70333333 0.00555556 0.8225     0.28333333 0.10777778 0.24166667
 0.1025     0.07666667 0.08472222 0.19444444 0.03138889 0.16444444
 0.12833333 0.37583333 0.57694444 0.1775     0.01388889 0.10027778
 0.1225     0.36666667 0.02166667 0.31111111 0.13472222 0.13444444
 0.06027778 0.13861111 0.07888889 0.36777778 0.10611111 0.12166667]",[6 3 8 3 8 3 5 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
36,"[0.         0.59083333 1.44527778 1.96333333 2.18166667 2.49861111
 2.72916667 2.9725     3.10166667 3.13805556 3.24083333 3.48694444
 3.67416667 3.73388889 3.90722222 4.06166667 4.08194444 4.20861111
 4.34138889 4.52583333 4.87916667 5.08055556 5.10166667 5.565
 5.6825     6.13527778 6.165      6.4725     6.52916667 6.78722222
 6.80694444 6.90722222 6.95472222 7.15805556 7.26472222 7.30944444]",46,"[0.         0.59083333 0.85444444 0.51805556 0.21833333 0.31694444
 0.23055556 0.24333333 0.12916667 0.03638889 0.10277778 0.24611111
 0.18722222 0.05972222 0.17333333 0.15444444 0.02027778 0.12666667
 0.13277778 0.18444444 0.35333333 0.20138889 0.02111111 0.46333333
 0.1175     0.45277778 0.02972222 0.3075     0.05666667 0.25805556
 0.01972222 0.10027778 0.0475     0.20333333 0.10666667 0.04472222]",[5 3 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
36,"[0.         0.09444444 0.18583333 0.33833333 0.35388889 0.44666667
 0.61777778 0.86722222 0.90638889 1.02583333 1.05333333 1.26416667
 1.29666667 1.44138889 1.61       1.6925     1.86916667 1.96722222
 3.69055556 3.77305556 3.98027778 4.37027778 4.79944444 5.18722222
 5.3375     5.54222222 5.81027778 6.30444444 7.26222222 7.59805556
 8.14111111 8.25305556 8.31388889 8.64305556 8.95222222 9.23666667]",47,"[0.         0.09444444 0.09138889 0.1525     0.01555556 0.09277778
 0.17111111 0.24944444 0.03916667 0.11944444 0.0275     0.21083333
 0.0325     0.14472222 0.16861111 0.0825     0.17666667 0.09805556
 1.72333333 0.0825     0.20722222 0.39       0.42916667 0.38777778
 0.15027778 0.20472222 0.26805556 0.49416667 0.95777778 0.33583333
 0.54305556 0.11194444 0.06083333 0.32916667 0.30916667 0.28444444]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 1 8 1 8 1 8 3 8 1 8 0],10
38,"[0.         0.16722222 0.18833333 0.27972222 0.49527778 0.64166667
 1.49083333 1.53944444 1.69138889 1.81055556 1.83138889 1.89694444
 1.93138889 2.09083333 2.13583333 2.27111111 2.29138889 2.39666667
 2.41888889 2.71361111 2.82583333 3.2225     4.78361111 4.93694444
 4.94388889 5.11055556 5.12166667 5.39527778 5.41388889 5.70472222
 5.78722222 5.88694444 6.0675     6.60333333 6.92916667 7.01361111
 7.19472222 7.6       ]",48,"[0.         0.16722222 0.02111111 0.09138889 0.21555556 0.14638889
 0.84916667 0.04861111 0.15194444 0.11916667 0.02083333 0.06555556
 0.03444444 0.15944444 0.045      0.13527778 0.02027778 0.10527778
 0.02222222 0.29472222 0.11222222 0.39666667 1.56111111 0.15333333
 0.00694444 0.16666667 0.01111111 0.27361111 0.01861111 0.29083333
 0.0825     0.09972222 0.18055556 0.53583333 0.32583333 0.08444444
 0.18111111 0.40527778]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 6 1 8
 1]",10
